id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
5621,4769,4769,2010/2011,18,19-12-2010 00:00,830116,8592,9748,1,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,9,9,11,31293,78185,26307,30670,25541,40964,26112,39987,40060,95955,38098,26295,32579,25521,114268,93484,182923,25572,39979,20401,30536,26344,2.1,3.25,3.6,2.15,3.25,3.25,2.2,3.1,3.1,2.2,3,3,,,,2.1,3.3,3.6,2.2,3,3.4,2.15,3.3,3.8,2.1,3.1,3.3,2.15,3.2,3.3
5622,4769,4769,2010/2011,18,18-12-2010 00:00,830117,10249,8583,1,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,46705,93985,26250,26255,26325,192920,26371,179511,37241,46711,46469,26241,30977,26136,39996,30823,34417,26251,26288,26199,36121,26376,2.1,3.1,3.8,2.1,3.1,3.6,2.25,3,3.1,2,3,3.4,,,,2.1,3,4,2.1,3,3.6,2.1,3.25,4,2.1,3,3.6,2.1,3.1,3.4
5623,4769,4769,2010/2011,18,18-12-2010 00:00,830118,9831,8521,1,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,33617,41122,157288,26521,26162,103487,33128,41093,33100,40659,38773,11320,93359,39965,167557,25522,33440,159352,46549,35444,69835,33344,2.4,3,3.2,2.45,2.95,3,2.3,3.1,2.9,2.2,2.88,3.1,,,,2.45,3,3.1,2.4,3,3,2.5,3.1,3.2,2.4,3,3,2.4,3.1,2.88
5624,4769,4769,2010/2011,18,18-12-2010 00:00,830119,9847,9829,2,2,1,2,4,6,8,4,6,2,8,4,6,1,1,3,5,7,9,3,4,6,8,5,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,3,7,7,7,7,11,38230,40730,30457,94043,25525,30695,41174,32572,37429,26374,37554,41097,39199,26244,30826,35637,26052,36840,145039,166630,150565,31092,1.53,3.75,7,1.48,3.8,7.25,1.55,3.7,5.4,1.44,3.75,6,,,,1.5,4,7,1.53,3.75,6,1.53,4.2,7.5,1.5,3.75,6.5,1.5,3.8,6.5
5625,4769,4769,2010/2011,18,18-12-2010 00:00,830120,9851,9873,1,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,9,9,11,26523,41189,103470,25856,179517,109330,166020,173955,179795,35408,26014,41301,41315,40016,89475,41216,5202,26057,56972,180292,40758,37254,1.8,3.3,4.75,1.75,3.3,4.75,1.65,3.4,4.8,1.67,3.3,4.5,,,,1.85,3.3,4.6,1.8,3.25,4.5,1.85,3.4,4.75,1.75,3.3,4.75,1.8,3.4,4.2
5626,4769,4769,2010/2011,18,18-12-2010 00:00,830121,9853,108893,2,0,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,5,7,7,10,10,26343,210922,41198,33813,30904,26419,5217,46417,25496,26353,161420,46224,26141,41465,147960,186813,42695,134285,32566,27573,41177,25642,1.36,4.5,9,1.3,4.6,10.5,1.4,4.1,7,1.33,4,8,,,,1.4,4.33,9,1.36,4.33,8.5,1.4,4.75,10,1.36,4.25,8.5,1.36,4.5,7.5
5627,4769,4769,2010/2011,18,19-12-2010 00:00,830122,9874,9827,1,1,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,5,7,7,9,9,11,185618,41105,26345,36123,25519,147351,46650,155623,147958,91560,115160,26168,240367,39962,179393,41092,39978,30907,26144,31292,93317,40707,2.7,3,2.75,2.65,3.1,2.6,2.6,3,2.6,2.5,2.88,2.62,,,,2.7,3.1,2.7,2.7,3,2.7,2.75,3.12,2.88,2.7,3,2.6,2.6,3.1,2.6
5628,4769,4769,2010/2011,18,18-12-2010 00:00,830123,9941,8689,3,0,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,5,7,7,10,10,26117,178574,26399,26402,145070,41365,26326,94550,143790,39105,127207,40709,23075,31037,41083,40740,159594,26324,41232,26364,26392,97699,2.1,3.1,3.8,2,3.1,3.9,2.1,3.1,3.3,2,3,3.4,,,,2.15,3,3.8,2.1,3,3.75,2.15,3.2,4,2,3.1,3.75,2.05,3.2,3.4
5629,4769,4769,2010/2011,19,22-12-2010 00:00,830124,108893,9831,0,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,46224,26141,147960,41464,179774,46651,27573,199834,32566,41177,46470,33617,41122,40020,157288,26162,33128,26351,33100,30908,40659,38773,3.25,3.1,2.3,3.3,2.95,2.3,3.1,3.1,2.2,2.75,3,2.38,,,,3.25,3.1,2.3,3.2,3,2.3,3.4,3.12,2.38,3.1,3,2.3,3.1,3.1,2.25
5630,4769,4769,2010/2011,19,22-12-2010 00:00,830125,9827,8588,2,2,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,7,7,9,9,11,26168,240367,39962,179393,41092,39978,30907,26144,40707,93317,71605,39565,230982,33451,41312,41360,40012,154230,40010,33446,26139,78186,1.57,3.6,6.5,1.55,3.6,6.25,1.6,3.5,5.2,1.5,3.5,6,,,,1.55,3.6,7,1.57,3.6,6,1.62,3.8,6.5,1.55,3.6,6,1.57,3.5,6
5631,4769,4769,2010/2011,19,22-12-2010 00:00,830126,8521,8592,0,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,9,9,11,11320,159352,39965,41182,25522,40728,35444,33344,93471,37560,134232,31293,26307,26336,30670,25541,78185,40964,26112,40060,95955,38098,3.8,3,2.15,3.6,3,2.15,3.2,3,2.2,3,3.2,2.1,,,,3.4,3.25,2.15,3.4,3.2,2.1,3.8,3.2,2.2,3.5,3,2.15,3.4,3.1,2.1
5632,4769,4769,2010/2011,19,22-12-2010 00:00,830127,7819,9851,1,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26275,179792,26176,179791,46342,166917,11324,179845,213799,157859,161291,46704,41189,103470,25856,159882,109330,40100,36396,166020,173955,26014,3,3,2.5,3,2.95,2.45,2.75,3,2.5,2.88,3.1,2.2,,,,3.2,3.1,2.3,3,3,2.38,3.1,3.12,2.6,3,3,2.4,3.1,3,2.3
5633,4769,4769,2010/2011,19,22-12-2010 00:00,830128,8639,9853,1,1,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,6,6,8,8,8,11,30742,26107,77741,56916,51409,32575,26291,26160,37950,107417,26332,26343,210922,33122,41198,30904,26353,26419,5217,161420,46417,37273,1.44,4.1,7.5,1.4,4.2,7.75,1.5,3.8,5.7,1.44,3.75,6,,,,1.44,4,8,1.44,4,7,1.44,4.4,8.5,1.45,4,7,1.4,4.2,7.5
5634,4769,4769,2010/2011,19,21-12-2010 00:00,830131,8689,10249,0,0,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,40709,46645,26327,41083,40740,31037,26324,159594,26364,41232,26392,46705,93985,26255,128456,26325,93466,93984,41124,49851,179511,39793,2.1,3.1,3.8,2.1,2.9,3.8,2.2,3.1,3.1,2,3.2,3.2,,,,2.1,3.2,3.6,2.1,3,3.6,2.1,3.2,4,2.1,3,3.6,2.05,3.1,3.6
5635,4769,4769,2010/2011,19,22-12-2010 00:00,830132,9748,8583,1,1,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,6,6,8,8,8,11,26295,32579,25521,114268,93484,96398,25572,39979,20401,30536,26344,26241,30977,26136,39996,30823,26251,34417,26288,143752,36121,26376,1.53,3.75,7,1.5,3.75,6.75,1.55,3.6,5.6,1.44,3.75,6,,,,1.53,3.75,7,1.53,3.6,6.5,1.57,4,7,1.55,3.6,6,1.53,3.75,6
5636,4769,4769,2010/2011,19,22-12-2010 00:00,830133,9829,9874,2,1,1,2,4,6,8,4,6,5,3,5,7,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,10,10,10,1,3,3,3,3,5,5,7,7,10,10,41097,36840,39199,30826,26052,145039,41098,166630,31092,39994,94313,185618,41105,26345,36123,25519,46650,147351,155623,147958,115160,91560,2.15,3,3.7,2.1,3,3.65,2.1,3,3.4,2.25,3,2.88,,,,2.15,3.1,3.6,2.2,3,3.4,2.2,3.2,3.8,2.2,3,3.3,2.1,3.1,3.4
5637,4769,4769,2010/2011,19,22-12-2010 00:00,830134,8481,9847,2,0,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,5,5,7,7,10,10,26290,17875,26245,46232,240236,26238,26227,46757,26236,25538,93327,38230,40730,26357,94043,20482,41174,30695,32572,37429,37554,26374,3.5,3.1,2.2,3.4,3.1,2.15,3.1,3.1,2.2,3,3.2,2.1,,,,3.2,3.1,2.3,3.4,3,2.2,3.6,3.2,2.25,3.3,3,2.2,3.2,3.1,2.2
5638,4769,4769,2010/2011,19,22-12-2010 00:00,830135,9873,9941,2,1,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,7,7,9,9,11,41301,41315,40016,89475,41216,5202,35559,56972,202443,40758,37254,26117,178574,41365,26402,26399,46653,94550,25659,39105,26326,127207,2.3,3,3.4,2.35,2.9,3.25,2.5,3,2.75,2.2,3.2,2.8,,,,2.3,3.1,3.2,2.3,3,3.2,2.38,3,3.6,2.3,3,3.1,2.3,3.1,3
5639,4769,4769,2010/2011,2,14-08-2010 00:00,829878,108893,8588,0,1,1,2,4,8,3,5,7,6,5,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,5,5,5,3,8,10,10,1,3,3,3,3,7,7,7,10,10,10,11321,186813,41465,134285,93994,42695,46651,,46470,134220,41177,39565,195299,41312,33451,41360,26139,40012,33446,78186,33433,40018,3,3,2.5,2.85,3,2.5,2.65,3.1,2.5,2.8,2.88,2.38,,,,3,3,2.5,2.88,3,2.5,2.75,3,2.5,3,3,2.4,3,3.1,2.3
5640,4769,4769,2010/2011,2,15-08-2010 00:00,829879,9827,9941,1,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,6,4,6,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,9,9,7,11,40549,40543,157289,179393,41092,39962,39978,30907,33744,39963,40710,26117,178574,26253,26399,145070,41365,94550,40103,39105,26326,26409,1.6,3.6,6.25,1.55,3.7,6,1.65,3.4,4.8,1.53,3.5,5.5,,,,1.57,3.6,6.5,1.62,3.5,5.5,1.62,3.4,5.5,1.6,3.5,5.75,1.6,3.5,5.5
5641,4769,4769,2010/2011,2,14-08-2010 00:00,829880,8521,8583,1,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,5,7,7,10,10,11320,25522,157806,41182,,35444,40728,33344,93471,37560,134232,26241,11323,26136,30823,39980,39993,115429,26199,36121,37466,34037,3.1,2.9,2.5,3.1,3.1,2.3,2.6,3,2.6,2.8,2.88,2.38,,,,2.9,3,2.6,2.88,3,2.5,3,2.88,2.38,2.9,3,2.45,2.88,3.1,2.38
5642,4769,4769,2010/2011,2,15-08-2010 00:00,829881,7819,9748,3,2,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,5,7,7,9,9,11,26275,18636,46338,93347,26149,111194,179791,179845,157859,166917,161291,26295,32579,30931,39990,93484,25572,96398,39979,26330,20401,26344,4.33,3.25,1.91,4.25,3.3,1.85,3.9,3.3,1.85,4,3.2,1.8,,,,4.33,3.2,1.91,4,3.25,1.91,4.2,3.1,1.85,4.25,3.2,1.85,4.2,3.25,1.83
5643,4769,4769,2010/2011,2,15-08-2010 00:00,829883,8639,9847,0,0,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,5,7,7,10,10,30742,26154,77741,56916,26107,32575,26291,26160,37950,107417,26130,39989,40730,26357,94043,20482,30695,26155,33468,37429,37554,26374,2.05,3.2,3.75,2.05,3.2,3.6,2.1,3.1,3.3,1.91,3.2,3.5,,,,2,3.3,3.8,2,3.2,3.75,1.91,3.1,4,2,3.2,3.6,2,3.1,3.75
5644,4769,4769,2010/2011,2,14-08-2010 00:00,829884,8689,9831,1,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,9,9,11,40712,23075,26327,41083,40740,31037,26324,5610,41232,26364,26392,50065,41122,40020,157288,41127,26351,30908,41019,39987,40659,26394,1.95,3.2,4.2,1.88,3.3,4.1,1.9,3.2,3.8,1.83,3.2,3.75,,,,1.91,3.25,4.2,1.91,3.2,4,1.83,3.12,4.2,1.9,3.2,4,1.91,3.2,4
5645,4769,4769,2010/2011,2,17-08-2010 00:00,829885,9829,10249,0,0,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,5,7,7,9,9,11,41097,71603,26244,30826,35637,210128,41098,150565,191583,39994,31092,46705,40044,192920,26255,93985,26371,93466,49851,41124,39793,46469,2.25,3.1,3.3,2.2,3.1,3.3,2.1,3.1,3.3,2,3,3.5,,,,2.2,3,3.25,2.2,3.2,3.1,2.2,2.88,3.3,2.1,3.1,3.4,2.2,3.1,3.2
5646,4769,4769,2010/2011,2,14-08-2010 00:00,829886,8481,9851,0,3,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,5,7,7,9,9,11,26233,111909,46232,26245,11329,111801,26227,46757,26236,93327,26300,26523,41189,26307,25856,159882,109330,94323,36396,35408,179795,26014,2.6,3,2.88,2.5,3.1,2.8,2.4,3.1,2.8,2.4,2.9,2.75,,,,2.7,2.9,2.88,2.5,3,2.88,2.5,3,2.75,2.55,3,2.8,2.5,3,2.8
5647,4769,4769,2010/2011,2,14-08-2010 00:00,829887,9853,9874,3,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,5,7,7,10,10,26343,26401,33122,33813,26419,26353,41176,25496,161421,46417,35996,94324,41105,26328,36123,42304,26345,46650,41238,147958,115160,91560,2,3.1,4.2,1.95,3.1,4.1,2,3.2,3.4,1.91,3,3.75,,,,1.91,3.1,4.5,2,3.2,3.75,1.91,3,4,1.95,3.1,4,2,3.2,3.6
5648,4769,4769,2010/2011,2,14-08-2010 00:00,829888,9873,8592,3,2,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,7,7,9,9,11,41301,41315,40016,89475,26222,5202,102699,26051,41216,40758,41240,31293,72541,40025,30670,25541,26311,40964,78185,40060,95955,25515,3.75,3.25,2.05,3.8,3.2,1.95,3.7,3.3,1.9,3.75,3.2,1.83,,,,3.6,3.3,2.05,3.75,3.2,2,3.75,3,2,3.75,3.2,1.95,3.8,3.25,1.91
5649,4769,4769,2010/2011,20,15-01-2011 00:00,830136,8583,9829,1,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26241,11323,26136,30823,30977,39993,34417,26288,26251,143752,26376,41097,26052,71603,26244,39199,149962,145039,40685,39994,26120,26221,1.83,3.25,4.75,2,2.9,4.25,1.9,3.2,3.8,1.8,3.2,4,,,,1.95,3.1,4.33,1.83,3.2,4.5,1.95,3.25,4.75,1.8,3.2,4.6,1.91,3.2,4
5650,4769,4769,2010/2011,20,15-01-2011 00:00,830137,8521,7819,1,3,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,11320,39965,167557,41182,25522,35444,40728,33344,93471,37560,46549,26275,179792,179791,26176,46342,166917,26191,179845,26420,161291,46662,1.91,3.2,4.33,1.85,3.1,4.6,1.85,3.3,3.9,1.8,3.2,4,,,,1.83,3.25,4.8,1.83,3.2,4.5,2,3.25,4.5,1.85,3.1,4.5,1.95,3.2,3.75
5651,4769,4769,2010/2011,20,15-01-2011 00:00,830138,8588,9853,2,1,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,5,7,7,9,9,11,39565,26139,41360,230982,35531,40012,40009,30897,33446,32776,33433,26343,210922,33122,41198,30904,161421,26419,46417,25496,26353,161420,2.5,3,3,2.4,2.95,3.1,2.4,3.1,2.8,2.4,3,2.7,,,,2.38,3.1,3.1,2.5,3,2.88,2.4,3.12,3.25,2.5,3,2.8,2.4,3.1,2.88
5652,4769,4769,2010/2011,20,15-01-2011 00:00,830139,9748,8689,3,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,5,7,7,10,10,26295,32579,25521,114268,93484,39990,39979,20401,33744,30536,26344,40709,23075,26327,41083,40740,26324,31037,41232,26364,26392,97699,1.5,4,7,1.5,3.7,7,1.4,3.9,7.5,1.44,3.6,6.5,,,,1.5,3.8,7.5,1.5,3.75,6.5,1.53,4.2,7.5,1.5,3.8,6,1.5,3.75,6.5
5653,4769,4769,2010/2011,20,16-01-2011 00:00,830140,8592,9827,2,1,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,6,6,8,8,8,11,31293,26307,38703,30670,25541,26311,40964,95955,40060,38098,40197,26168,240367,39962,40001,41092,39978,179393,31292,30907,93317,40707,1.73,3.4,5,1.8,3.4,5,1.8,3.3,4.2,1.8,3.2,4,,,,1.83,3.2,4.8,1.83,3.25,4.33,1.8,3.5,5.25,1.75,3.35,4.5,1.8,3.3,4.33
5654,4769,4769,2010/2011,20,15-01-2011 00:00,830141,10249,9873,2,1,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,7,7,9,9,11,33109,192920,93985,128456,26325,93984,93466,49851,179511,46469,46711,41301,41315,40016,210185,198277,41216,35559,180292,111787,41240,37254,1.91,3.2,4.33,1.91,3,4.5,2,3.3,3.3,1.91,3.1,3.6,,,,2,3.2,4,1.91,3.2,4,1.95,3.3,4.6,1.9,3.25,4,1.91,3.25,3.8
5655,4769,4769,2010/2011,20,15-01-2011 00:00,830142,9831,8639,0,2,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,7,7,9,9,11,50065,26162,40020,157288,41122,26351,33128,103487,41119,40659,38773,30742,26154,77741,56916,26107,32575,26291,26160,37950,107417,26332,4.33,3.2,1.91,3.9,3.2,1.95,3.3,3.3,2,3.75,3.2,1.83,,,,4.33,3.1,1.95,4,3.2,1.91,4.4,3.3,2,3.75,3.25,1.95,3.5,3.25,2
5656,4769,4769,2010/2011,20,15-01-2011 00:00,830143,9847,9874,2,1,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,5,4,6,5,4,6,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,5,7,7,9,11,11,38230,40730,26357,94043,30457,41174,35499,32572,37429,26374,37554,185618,26328,26345,36123,41105,46650,155623,147351,147958,115160,91560,1.5,4,7,1.48,3.9,6.75,1.5,3.8,5.7,1.44,3.6,6.5,,,,1.5,3.75,7.5,1.5,3.75,7,1.53,4.2,7,1.5,3.8,6.5,1.5,3.75,6.5
5657,4769,4769,2010/2011,20,15-01-2011 00:00,830144,9851,108893,4,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26523,41189,103470,25856,159882,40100,109330,41192,35408,179795,40010,46224,93994,147960,25664,179774,42695,46651,41177,32566,27573,46470,1.36,4.5,9,1.35,4.33,9.25,1.4,3.9,7.5,1.33,4,8,,,,1.4,4.5,8,1.36,4.33,8.5,1.36,5,10,1.35,4.5,8,1.36,4.33,8
5658,4769,4769,2010/2011,20,15-01-2011 00:00,830145,9941,8481,1,0,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,5,7,7,9,9,11,26117,178574,26253,26399,94549,41365,26326,145070,39105,94550,127207,26290,17875,46232,26245,240236,26242,26238,26227,46242,26236,46757,2.1,3.2,3.6,2.1,2.95,3.8,2,3.2,3.4,1.91,3.2,3.5,,,,2,3.2,4,2,3.2,3.75,2.15,3.2,4,2,3.2,3.6,2.05,3.25,3.4
5659,4769,4769,2010/2011,21,29-01-2011 00:00,830146,108893,9847,1,2,1,2,4,8,4,6,6,2,8,4,6,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,5,5,3,7,7,10,10,1,3,3,3,3,5,5,7,7,10,10,46224,26141,25664,134285,46651,93994,21776,32566,46470,41177,27573,38230,40730,30457,94043,25525,26155,30695,32572,37429,26374,39991,7,4,1.5,7,4,1.45,5.4,3.7,1.55,6,3.5,1.5,,,,7,3.6,1.55,6,3.75,1.53,7.5,4.2,1.53,6.5,3.75,1.5,6.5,3.75,1.5
5660,4769,4769,2010/2011,21,30-01-2011 00:00,830147,9827,9831,2,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26168,40543,179393,40001,41092,39962,39978,30907,26144,93317,40707,50065,103487,40020,157288,26162,30908,26351,41093,38773,40659,41117,1.67,3.5,5.5,1.62,3.4,6,1.6,3.5,5.2,1.62,3.3,5,,,,1.6,3.6,6,1.62,3.5,5.5,1.67,3.75,6,1.65,3.5,5,1.62,3.5,5.5
5661,4769,4769,2010/2011,21,29-01-2011 00:00,830148,7819,8583,2,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26275,179792,179791,26176,46342,26420,26191,179845,213799,157859,161291,26241,11323,26136,30823,39980,26251,30977,26288,143752,26376,34037,2.4,3,3.2,2.5,2.9,3,2.5,3,2.7,2.38,3,2.75,,,,2.5,3.2,2.88,2.5,3,2.88,2.5,3.2,3.2,2.4,3,3,2.4,3.1,2.88
5662,4769,4769,2010/2011,21,29-01-2011 00:00,830149,8639,8588,1,0,1,2,4,6,8,5,4,6,4,6,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,7,7,9,9,11,1,3,3,3,3,6,6,8,8,8,11,30742,26154,77741,56916,26107,32575,26291,26160,37950,107417,26332,39565,26139,230982,35531,41360,40012,40009,33433,33446,32776,78186,1.36,4.5,9,1.35,4.6,8.25,1.37,3.9,7,1.33,4.33,7,,,,1.36,4.5,9,1.36,4.5,8,1.4,4.75,9,1.35,4.5,8,1.36,4.5,7.5
5663,4769,4769,2010/2011,21,29-01-2011 00:00,830150,8689,8521,2,0,1,2,4,6,8,4,6,2,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,5,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,40709,46645,26327,41083,40740,26324,31037,41232,40018,26392,97699,11320,39965,157806,41182,25522,94044,40728,33344,35444,69835,39971,1.91,3.25,4.33,2,3,4.1,1.9,3.2,3.8,1.91,3.1,3.6,,,,1.91,3.25,4.33,2,3.2,3.75,2,3.25,4.4,1.95,3.1,4,1.95,3.2,3.75
5664,4769,4769,2010/2011,21,30-01-2011 00:00,830151,9829,8592,0,0,1,2,4,6,8,4,6,5,7,3,5,1,2,4,6,8,5,4,6,4,6,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,9,9,11,41097,26052,39199,26244,94545,37259,210128,166630,2907,40685,31092,31293,26307,38703,26336,30670,26311,40964,95955,154280,38098,39987,3.6,3,2.2,3.7,3,2.1,3.2,3.2,2.1,3.2,3,2.1,,,,3.4,3.3,2.15,3.25,3,2.2,3.8,3.2,2.2,3.5,3,2.15,3.3,3.1,2.15
5665,4769,4769,2010/2011,21,30-01-2011 00:00,830152,8481,10249,1,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,26290,111909,17875,46232,240236,26238,46757,26227,25538,26236,74838,46705,40044,93985,128456,26325,93466,49851,41124,179511,46711,46469,2.25,3.1,3.4,2.3,2.95,3.3,2.3,3,3,2.2,3,3,,,,2.25,3.2,3.2,2.2,3,3.4,2.3,3,3.4,2.2,3,3.3,2.25,3.1,3.1
